timestamp,price_usd_close,exchange_balance,options_volume_put_call_ratio,realized_volatility_1_week,exchange_balance_EMA,options_volume_put_call_ratio_EMA,realized_volatility_1_week_EMA,exchange_balance_normalized,options_volume_put_call_ratio_normalized,realized_volatility_1_week_normalized,1_hour_price_change,1_day_price_change,5_day_price_change
15/02/2021 19:50,48626.24161,349046.1253,0.743112539,113.9018275,,,,,,,,,
15/02/2021 20:00,48690.57407,349165.4871,0.741844269,113.789862,,,,,,,,,
15/02/2021 20:10,48619.42484,349206.5425,0.740059233,113.6463698,,,,,,,,,
15/02/2021 20:20,48689.69238,349214.2763,0.750327028,113.4965356,,,,,,,,,
15/02/2021 20:30,48640.26725,349214.2763,0.756410713,113.3620764,,,,,,,,,
15/02/2021 20:40,48653.55114,349108.8479,0.761661925,113.2088569,,,,,,,,,
15/02/2021 20:50,48539.95756,349108.8479,0.77320069,113.0699536,,,,,,,,,
15/02/2021 21:00,48679.53172,349243.955,0.777019833,112.8985592,,,,,,,,,
15/02/2021 21:10,48647.73224,349243.955,0.773575345,112.7246829,,,,,,,,,
15/02/2021 21:20,48502.69171,349243.955,0.757959498,112.5569248,,,,,,,,,
15/02/2021 21:30,48522.59326,349243.955,0.756134309,112.3669188,,,,,,,,,
15/02/2021 21:40,48493.01698,349519.054,0.759044502,112.1714483,,,,,,,,,
15/02/2021 21:50,48403.3077,349545.1022,0.75946936,111.9755678,,,,,,,,,
15/02/2021 22:00,48121.55678,349545.1022,0.756702306,111.7891552,,,,,,,,,
15/02/2021 22:10,47937.68449,349545.1022,0.744814962,111.5610888,,,,,,,,,
15/02/2021 22:20,48126.75297,349569.2032,0.728763523,111.367363,,,,,,,,,
15/02/2021 22:30,48035.91597,349580.7566,0.730738994,111.1773731,,,,,,,,,
15/02/2021 22:40,48104.99312,349647.6482,0.729760216,110.9677905,,,,,,,,,
15/02/2021 22:50,48188.88249,349647.6482,0.729048562,110.7491991,,,,,,,,,
15/02/2021 23:00,48240.28747,349647.6482,0.778676194,110.5324906,,,,,,,,,
15/02/2021 23:10,48367.2301,349647.6482,0.780244761,110.3243866,,,,,,,,,
15/02/2021 23:20,48301.37929,349647.6482,0.780378146,110.0934646,,,,,,,,,
15/02/2021 23:30,48163.99975,349647.6482,0.772942484,109.8193635,,,,,,,,,
15/02/2021 23:40,48120.33035,349953.4614,0.761236807,109.5219856,,,,,,,,,
15/02/2021 23:50,47984.95475,349797.7032,0.761819321,109.2040933,,,,,,,,,
16/02/2021 00:00,47809.97731,349797.7032,0.76914957,108.8821557,,,,,,,,,
16/02/2021 00:10,47610.54215,349797.7032,0.851981928,108.4946389,,,,,,,,,
16/02/2021 00:20,47733.44263,349742.2323,0.846008439,108.0946437,,,,,,,,,
16/02/2021 00:30,47383.4473,349909.4881,0.837419419,107.6938177,,,,,,,,,
16/02/2021 00:40,47451.80492,349909.4881,0.841493927,107.2663253,,,,,,,,,
16/02/2021 00:50,47733.37697,349912.6804,0.842207598,106.8285794,,,,,,,,,
16/02/2021 01:00,47756.32393,349912.6804,0.835743099,106.3852513,,,,,,,,,
16/02/2021 01:10,47656.79229,349912.6804,0.822218568,105.9789176,,,,,,,,,
16/02/2021 01:20,47951.12009,349912.6804,0.821327684,105.5777991,,,,,,,,,
16/02/2021 01:30,48124.11634,349912.6804,0.805489926,105.1255657,,,,,,,,,
16/02/2021 01:40,48118.19209,349812.5473,0.810382487,104.7263514,,,,,,,,,
16/02/2021 01:50,48129.8286,349812.5473,0.80887862,104.3040058,,,,,,,,,
16/02/2021 02:00,48204.07499,349841.0044,0.804578149,103.9053281,,,,,,,,,
16/02/2021 02:10,48255.71076,349841.0044,0.774543202,103.4831135,,,,,,,,,
16/02/2021 02:20,48434.77711,349841.0044,0.726639687,103.0972094,,,,,,,,,
16/02/2021 02:30,48452.75576,349518.4427,0.738509102,102.6860717,,,,,,,,,
16/02/2021 02:40,48374.43847,349741.4718,0.759519951,102.2306467,,,,,,,,,
16/02/2021 02:50,48565.23412,349741.4718,0.770068896,101.7665104,,,,,,,,,
16/02/2021 03:00,48509.41184,350389.3354,0.764203031,101.2965065,,,,,,,,,
16/02/2021 03:10,48512.6073,350389.3354,0.741556363,100.8686607,,,,,,,,,
16/02/2021 03:20,48970.91624,350389.3354,0.751535005,100.4255634,,,,,,,,,
16/02/2021 03:30,49445.99063,350368.3589,0.796703836,99.9430445,,,,,,,,,
16/02/2021 03:40,49338.41189,350399.3646,0.826923077,99.42984007,,,,,,,,,
16/02/2021 03:50,49303.48095,350554.1275,0.79974318,98.91726457,,,,,,,,,
16/02/2021 04:00,49314.7804,350563.6516,0.76494707,98.33549245,,,,,,,,,
16/02/2021 04:10,49481.23219,350563.6516,0.772425788,97.81508085,,,,,,,,,
16/02/2021 04:20,49385.83028,350792.2844,0.750382451,97.30580398,,,,,,,,,
16/02/2021 04:30,49562.59073,350916.5254,0.722212873,96.83185787,,,,,,,,,
16/02/2021 04:40,49482.3013,350916.5254,0.722668686,96.3744104,,,,,,,,,
16/02/2021 04:50,49295.8184,350916.5254,0.721070872,95.86752283,,,,,,,,,
16/02/2021 05:00,49316.89589,351697.7737,0.728444917,95.36804926,,,,,,,,,
16/02/2021 05:10,49239.33722,351697.7737,0.719798376,94.7926062,,,,,,,,,
16/02/2021 05:20,49285.57738,351878.073,0.695494166,94.22034471,,,,,,,,,
16/02/2021 05:30,49079.66767,351949.6543,0.69293193,93.68141251,,,,,,,,,
16/02/2021 05:40,49232.97732,351972.2054,0.695359154,93.12001954,,,,,,,,,
16/02/2021 05:50,49118.04875,351972.2054,0.69331014,92.62473517,,,,,,,,,
16/02/2021 06:00,49156.40659,351972.2054,0.694012987,92.05745744,,,,,,,,,
16/02/2021 06:10,49073.86567,352258.3816,0.673889273,91.49471353,,,,,,,,,
16/02/2021 06:20,48881.21091,352258.3816,0.675376236,90.95976159,,,,,,,,,
16/02/2021 06:30,48830.11534,352402.2663,0.666283943,90.41623916,,,,,,,,,
16/02/2021 06:40,48887.92099,352402.2663,0.668552183,89.85779636,,,,,,,,,
16/02/2021 06:50,48956.31079,352237.9435,0.678633003,89.22995263,,,,,,,,,
16/02/2021 07:00,49044.12113,352250.7993,0.688133815,88.54996599,,,,,,,,,
16/02/2021 07:10,48963.18109,352355.1706,0.689267432,87.8183137,,,,,,,,,
16/02/2021 07:20,48874.61431,352575.2217,0.711329327,87.10672261,,,,,,,,,
16/02/2021 07:30,48764.43698,352575.2217,0.715535591,86.38938401,,,,,,,,,
16/02/2021 07:40,48854.11036,352562.2496,0.725247561,85.73094527,,,,,,,,,
16/02/2021 07:50,49028.17068,352562.2496,0.69665207,85.07830709,,,,,,,,,
16/02/2021 08:00,49161.17826,352562.2496,0.581062641,84.40219498,,,,,,,,,
16/02/2021 08:10,49025.41783,352562.2496,0.563069444,83.70989998,,,,,,,,,
16/02/2021 08:20,49009.25056,352562.2496,0.549330514,83.02400345,,,,,,,,,
16/02/2021 08:30,49078.83622,352562.2496,0.557983148,82.40629322,,,,,,,,,
16/02/2021 08:40,49071.7971,352562.2496,0.549501458,81.82740756,,,,,,,,,
16/02/2021 08:50,49006.06783,352562.2496,0.551350122,81.22024582,,,,,,,,,
16/02/2021 09:00,49189.96469,352455.7063,0.566597873,80.57461348,,,,,,,,,
16/02/2021 09:10,49078.27998,352543.5871,0.572034331,79.95022408,,,,,,,,,
16/02/2021 09:20,49048.69178,352564.8702,0.568170968,79.34998676,,,,,,,,,
16/02/2021 09:30,48989.68386,352711.6032,0.554901412,78.70479702,,,,,,,,,
16/02/2021 09:40,49026.67543,352711.6032,0.554083885,78.123102,,,,,,,,,
16/02/2021 09:50,49150.14321,352661.9618,0.551331441,77.54523117,,,,,,,,,
16/02/2021 10:00,49190.19292,352679.8966,0.546763904,76.92646835,,,,,,,,,
16/02/2021 10:10,49206.51597,352679.8966,0.549377219,76.32811196,,,,,,,,,
16/02/2021 10:20,49098.93292,352679.8966,0.551048797,75.74586603,,,,,,,,,
16/02/2021 10:30,49127.62083,352680.8357,0.550018875,75.16657426,,,,,,,,,
16/02/2021 10:40,48878.70028,352680.8357,0.550251623,74.58853932,,,,,,,,,
16/02/2021 10:50,48978.52236,352680.8357,0.547826087,74.01655269,,,,,,,,,
16/02/2021 11:00,48925.09817,352709.4169,0.550305865,73.53154336,,,,,,,,,
16/02/2021 11:10,48828.17985,352709.4169,0.549299129,73.0657667,,,,,,,,,
16/02/2021 11:20,48878.26786,352723.2046,0.549169082,72.58993555,,,,,,,,,
16/02/2021 11:30,48881.23499,351699.0904,0.545385011,72.07402302,,,,,,,,,
16/02/2021 11:40,49016.51943,351699.0904,0.559780661,71.51985153,,,,,,,,,
16/02/2021 11:50,48949.49245,351671.4776,0.555880807,70.93602263,,,,,,,,,
16/02/2021 12:00,48603.1162,351671.4776,0.559984673,70.33934607,,,,,,,,,
16/02/2021 12:10,49232.77664,351703.1964,0.559457018,69.77988979,,,,,,,,,
16/02/2021 12:20,49436.71501,351663.4472,0.562708274,69.10292182,,,,,,,,,
16/02/2021 12:30,50335.71618,351784.8761,0.527876034,68.4831062,,,,,,,,,
16/02/2021 12:40,49466.64194,352099.2311,0.533980791,67.86971047,,,,,,,,,
16/02/2021 12:50,49637.78553,352316.2458,0.544126359,67.49241989,,,,,,,,,
16/02/2021 13:00,49574.97388,352316.2458,0.547460651,67.3988855,,,,,,,,,
16/02/2021 13:10,49339.86754,352374.4687,0.54526562,67.34576654,,,,,,,,,
16/02/2021 13:20,49501.41802,352374.4687,0.565383887,67.26249161,,,,,,,,,
16/02/2021 13:30,49198.26134,352577.9893,0.557325104,67.24849023,,,,,,,,,
16/02/2021 13:40,49054.4531,352796.4674,0.559874297,67.20349944,,,,,,,,,
16/02/2021 13:50,49021.58125,352538.8728,0.572695613,67.17507294,,,,,,,,,
16/02/2021 14:00,48803.92177,352681.4665,0.580064237,67.0932961,,,,,,,,,
16/02/2021 14:10,48829.47083,352681.4665,0.582526118,67.02456271,,,,,,,,,
16/02/2021 14:20,49034.53829,352681.4665,0.583427695,66.96184987,,,,,,,,,
16/02/2021 14:30,49165.81677,352831.6442,0.583104959,66.91551176,,,,,,,,,
16/02/2021 14:40,49298.75365,352740.0563,0.5757161,66.86000597,,,,,,,,,
16/02/2021 14:50,49334.61465,353105.6935,0.578707523,66.78122179,,,,,,,,,
16/02/2021 15:00,49317.7503,353102.0475,0.58379963,66.70825944,,,,,,,,,
16/02/2021 15:10,49306.42888,353102.0475,0.587955673,66.63398693,,,,,,,,,
16/02/2021 15:20,49401.3406,353102.0475,0.58730974,66.56212027,,,,,,,,,
16/02/2021 15:30,49252.8463,353084.5798,0.585618363,66.47103118,,,,,,,,,
16/02/2021 15:40,49153.70391,353030.9321,0.58648268,66.3598279,,,,,,,,,
16/02/2021 15:50,49154.24005,353030.9321,0.57938823,66.25208992,,,,,,,,,
16/02/2021 16:00,49203.1845,352937.8254,0.585376908,66.14431339,,,,,,,,,
16/02/2021 16:10,49150.50833,353098.3216,0.576746065,66.07914114,,,,,,,,,
16/02/2021 16:20,48964.32906,353167.111,0.570175611,66.02905176,,,,,,,,,
16/02/2021 16:30,48868.40549,353236.4551,0.568472703,65.96682639,,,,,,,,,
16/02/2021 16:40,48849.86598,353418.8256,0.564074266,65.86015601,,,,,,,,,
16/02/2021 16:50,48705.67807,353644.9159,0.611536616,65.73035772,,,,,,,,,
16/02/2021 17:00,48433.33228,354236.3587,0.678242938,65.61372076,,,,,,,,,
16/02/2021 17:10,48435.26659,354409.73,0.672376085,65.49156787,,,,,,,,,
16/02/2021 17:20,48453.14507,354690.6151,0.661727182,65.31260233,,,,,,,,,
16/02/2021 17:30,48348.24981,353867.368,0.646263458,65.17167849,,,,,,,,,
16/02/2021 17:40,48479.34205,353796.9367,0.632182115,65.05659641,,,,,,,,,
16/02/2021 17:50,48444.02444,353796.9367,0.626995825,64.94552726,,,,,,,,,
16/02/2021 18:00,48192.94372,353907.5934,0.634965311,64.83855654,,,,,,,,,
16/02/2021 18:10,48052.89306,353907.5934,0.631350327,64.71476611,,,,,,,,,
16/02/2021 18:20,48268.90664,353922.2316,0.628810786,64.55636043,,,,,,,,,
16/02/2021 18:30,48377.35205,353681.43,0.627842026,64.39756806,,,,,,,,,
16/02/2021 18:40,48472.71381,353681.43,0.617977989,64.20103937,,,,,,,,,
16/02/2021 18:50,48649.60382,353697.2583,0.62250092,63.98405463,,,,,,,,,
16/02/2021 19:00,48620.51229,353703.1229,0.626405491,63.75804722,,,,,,,,,
16/02/2021 19:10,48652.22656,353557.7019,0.624570308,63.53580109,,,,,,,,,
16/02/2021 19:20,48584.23839,353589.6745,0.619421624,63.34651656,,,,,,,,,
16/02/2021 19:30,48511.56306,353589.6745,0.613601559,63.15424375,,,,,,,,,
16/02/2021 19:40,48605.01691,353589.6745,0.608950185,62.97488211,,,,,,,,,
16/02/2021 19:50,48670.50245,353589.6745,0.607835604,62.79947329,,,,,,,,,
16/02/2021 20:00,48409.4205,353589.6745,0.617200043,62.57630428,,,,,,,,,
16/02/2021 20:10,48437.89286,353589.6745,0.620353808,62.3994131,,,,,,,,,
16/02/2021 20:20,48331.83024,353346.4436,0.620323852,62.23605366,,,,,,,,,
16/02/2021 20:30,48320.66669,353413.7063,0.613706712,62.06516446,,,,,,,,,
16/02/2021 20:40,48508.11261,353654.6555,0.615559176,61.91786547,,,,,,,,,
16/02/2021 20:50,48721.99347,353654.6555,0.611856054,61.72806475,,,,,,,,,
16/02/2021 21:00,48732.38772,353735.8664,0.601861014,61.60178489,,,,,,,,,
16/02/2021 21:10,48672.38109,353986.2961,0.603821523,61.49206149,,,,,,,,,
16/02/2021 21:20,48480.5636,354006.5578,0.609979099,61.3761305,,,,,,,,,
16/02/2021 21:30,48505.28546,354038.7706,0.610170138,61.26555399,,,,,,,,,
16/02/2021 21:40,48472.18045,354068.5989,0.615427192,61.16475464,,,,,,,,,
16/02/2021 21:50,48603.19363,354091.1769,0.617943065,61.07464349,,,,,,,,,
16/02/2021 22:00,48611.76501,354030.1173,0.616645625,60.97767387,,,,,,,,,
16/02/2021 22:10,48627.19375,354072.8888,0.620493395,60.93141884,,,,,,,,,
16/02/2021 22:20,48714.65516,354165.1121,0.621084946,60.87771944,,,,,,,,,
16/02/2021 22:30,48631.61992,354165.1121,0.623953294,60.81062156,,,,,,,,,
16/02/2021 22:40,48820.99442,354498.502,0.623610828,60.74868414,,,,,,,,,
16/02/2021 22:50,48953.75066,354645.3585,0.602781928,60.69719742,,,,,,,,,
16/02/2021 23:00,49164.29004,354616.6505,0.518244412,60.66046718,,,,,,,,,
16/02/2021 23:10,49126.52597,354808.4613,0.496929099,60.62744969,,,,,,,,,
16/02/2021 23:20,49081.15804,354809.8376,0.49273304,60.61762561,,,,,,,,,
16/02/2021 23:30,49115.7701,354809.8376,0.490915818,60.61820975,,,,,,,,,
16/02/2021 23:40,49158.69947,354799.4983,0.495641009,60.62386268,,,,,,,,,
16/02/2021 23:50,49175.90052,354855.3861,0.495525488,60.63325207,,,,,,,,,
17/02/2021 00:00,49350.04573,354834.1798,0.492326098,60.65119444,,,,,,,,,
17/02/2021 00:10,49408.45366,354834.1798,0.494359451,60.67391972,,,,,,,,,
17/02/2021 00:20,49514.39392,354876.545,0.506045151,60.68889106,,,,,,,,,
17/02/2021 00:30,49401.28383,354876.545,0.510918621,60.72378128,,,,,,,,,
17/02/2021 00:40,49409.12953,354876.545,0.511579081,60.75580325,,,,,,,,,
17/02/2021 00:50,49334.97861,354876.545,0.518768435,60.77278788,,,,,,,,,
17/02/2021 01:00,49169.45975,354876.545,0.524059423,60.78335936,,,,,,,,,
17/02/2021 01:10,49290.0485,354972.0942,0.526706184,60.80310032,,,,,,,,,
17/02/2021 01:20,49187.32711,355200.991,0.526888237,60.81117822,,,,,,,,,
17/02/2021 01:30,49212.61999,355157.2088,0.527395894,60.81312644,,,,,,,,,
17/02/2021 01:40,49352.61844,355157.2088,0.517889088,60.82293662,,,,,,,,,
17/02/2021 01:50,49308.36907,355157.2088,0.517973373,60.83092916,,,,,,,,,
17/02/2021 02:00,49525.60216,355157.2088,0.519498832,60.84258162,,,,,,,,,
17/02/2021 02:10,49615.08648,355157.2088,0.520076697,60.85521396,,,,,,,,,
17/02/2021 02:20,49986.99186,355040.0298,0.52767029,60.87082647,,,,,,,,,
17/02/2021 02:30,50019.28898,355107.4701,0.530356871,60.88795111,,,,,,,,,
17/02/2021 02:40,49953.87245,355193.468,0.540736232,60.90609316,,,,,,,,,
17/02/2021 02:50,49887.04583,355232.9783,0.549784137,60.91741761,,,,,,,,,
17/02/2021 03:00,49607.53148,355246.5924,0.543055786,60.9231401,,,,,,,,,
17/02/2021 03:10,49543.45962,355246.5924,0.550511447,60.92775265,,,,,,,,,
17/02/2021 03:20,49492.55475,355287.8077,0.543618883,60.92667257,,,,,,,,,
17/02/2021 03:30,49512.59767,355387.934,0.537612733,60.92733557,,,,,,,,,
17/02/2021 03:40,49402.61688,355356.8123,0.520696006,60.92613776,,,,,,,,,
17/02/2021 03:50,49548.35158,355389.886,0.54229311,60.9235648,,,,,,,,,
17/02/2021 04:00,49887.51141,355389.886,0.571030733,60.92042756,,,,,,,,,
17/02/2021 04:10,49627.61827,355389.3214,0.578625929,60.91691349,,,,,,,,,
17/02/2021 04:20,49520.06784,355389.3214,0.583461102,60.90606614,,,,,,,,,
17/02/2021 04:30,49442.35452,355389.3214,0.593714473,60.89705413,,,,,,,,,
17/02/2021 04:40,49291.07742,355389.3214,0.596741293,60.89315876,,,,,,,,,
17/02/2021 04:50,49327.61924,355542.5395,0.595569877,60.88337636,,,,,,,,,
17/02/2021 05:00,49401.58547,355747.9349,0.598900867,60.87755808,,,,,,,,,
17/02/2021 05:10,49411.50313,355747.9349,0.610364569,60.85512837,,,,,,,,,
17/02/2021 05:20,49421.08597,355747.9349,0.613902683,60.84294865,,,,,,,,,
17/02/2021 05:30,49570.6352,355747.9349,0.614310392,60.83392048,,,,,,,,,
17/02/2021 05:40,49591.07541,355747.9349,0.61308716,60.82175773,,,,,,,,,
17/02/2021 05:50,49585.68901,355490.2566,0.613798748,60.81713917,,,,,,,,,
17/02/2021 06:00,49767.84997,355475.4015,0.615728497,60.80651505,,,,,,,,,
17/02/2021 06:10,49975.18897,355510.9731,0.617195566,60.79826653,,,,,,,,,
17/02/2021 06:20,49925.97722,355670.6385,0.625161153,60.79465984,,,,,,,,,
17/02/2021 06:30,50068.19392,355670.6385,0.629184447,60.79195835,,,,,,,,,
17/02/2021 06:40,50277.85794,355772.3398,0.63246392,60.79253843,,,,,,,,,
17/02/2021 06:50,50538.6495,355775.1863,0.633155553,60.78809786,,,,,,,,,
17/02/2021 07:00,50777.55145,355871.1653,0.631277839,60.77626748,,,,,,,,,
17/02/2021 07:10,50540.09707,355992.9527,0.628262943,60.74987952,,,,,,,,,
17/02/2021 07:20,50933.34773,355992.9527,0.616731298,60.74722253,,,,,,,,,
17/02/2021 07:30,50796.06594,355992.9527,0.631163356,60.74997259,,,,,,,,,
17/02/2021 07:40,50778.85087,356051.4749,0.638948632,60.7470214,,,,,,,,,
17/02/2021 07:50,50911.56607,356051.4749,0.694248817,60.749365,,,,,,,,,
17/02/2021 08:00,50939.78879,355357.0699,0.828841809,60.74602691,,,,,,,,,
17/02/2021 08:10,50913.67576,355448.9157,0.847310415,60.74647167,,,,,,,,,
17/02/2021 08:20,50751.0168,355448.9157,0.867086318,60.7422802,,,,,,,,,
17/02/2021 08:30,50919.79551,355495.4816,0.863096582,60.74821478,,,,,,,,,
17/02/2021 08:40,51097.50964,355495.4816,0.851262009,60.77062158,,,,,,,,,
17/02/2021 08:50,50976.08676,355553.269,0.860513532,60.78923571,,,,,,,,,
17/02/2021 09:00,51258.17344,355717.0633,0.864870537,60.81025437,,,,,,,,,
17/02/2021 09:10,51211.76965,355717.0633,0.872810358,60.83668575,,,,,,,,,
17/02/2021 09:20,51328.45384,356018.8695,0.907016322,60.87272551,,,,,,,,,
17/02/2021 09:30,51308.17664,356020.252,0.986415715,60.91120208,,,,,,,,,
17/02/2021 09:40,51415.55389,356126.7688,0.985292811,60.95640133,,,,,,,,,
17/02/2021 09:50,51604.69059,356127.2348,0.975631887,61.00414829,,,,,,,,,
17/02/2021 10:00,51571.24635,356127.2348,0.976205109,61.04729277,,,,,,,,,
17/02/2021 10:10,51356.38958,356263.4974,0.979951392,61.08106136,,,,,,,,,
17/02/2021 10:20,51340.59933,356263.4974,0.982765042,61.11870634,,,,,,,,,
17/02/2021 10:30,51453.79041,356076.0824,0.987856951,61.15695814,,,,,,,,,
17/02/2021 10:40,51452.66664,356129.0728,0.987881675,61.21041154,,,,,,,,,
17/02/2021 10:50,51312.76573,356219.9677,0.984635748,61.25233418,,,,,,,,,
17/02/2021 11:00,51197.03328,356216.4673,0.971879528,61.28952058,,,,,,,,,
17/02/2021 11:10,51424.46138,356216.4673,0.997213314,61.34199976,,,,,,,,,
17/02/2021 11:20,51467.09536,354459.7101,0.988765474,61.3950815,,,,,,,,,
17/02/2021 11:30,51352.2367,354575.339,0.993792397,61.44294864,,,,,,,,,
17/02/2021 11:40,51481.53717,354822.9805,0.990185295,61.48999055,,,,,,,,,
17/02/2021 11:50,51561.81354,354822.9805,1.000894794,61.54295364,,,,,,,,,
17/02/2021 12:00,51316.54641,354802.6607,0.996148489,61.60140804,,,,,,,,,
17/02/2021 12:10,51250.78086,354879.1534,0.997898771,61.62696553,,,,,,,,,
17/02/2021 12:20,51250.06934,354879.1534,0.997031668,61.63611024,,,,,,,,,
17/02/2021 12:30,51389.3208,354879.1534,1.065634944,61.63399824,,,,,,,,,
17/02/2021 12:40,51374.86814,354942.8958,1.086847969,61.64724838,,,,,,,,,
17/02/2021 12:50,51005.67616,354942.8958,1.080150677,61.6355514,,,,,,,,,
17/02/2021 13:00,51006.32845,354967.1407,1.155518217,61.64441669,,,,,,,,,
17/02/2021 13:10,50953.10897,354967.1407,1.149021884,61.65842984,,,,,,,,,
17/02/2021 13:20,50887.17653,355073.1624,1.116881992,61.66611863,,,,,,,,,
17/02/2021 13:30,50653.0263,355073.1624,1.108312343,61.67497282,,,,,,,,,
17/02/2021 13:40,50890.20183,355073.1624,1.09748921,61.69067302,,,,,,,,,
17/02/2021 13:50,51007.80426,355073.1624,1.019878174,61.71453916,,,,,,,,,
17/02/2021 14:00,51207.80434,355215.0221,1.000881251,61.74487109,,,,,,,,,
17/02/2021 14:10,51070.35991,355151.4716,0.981146848,61.77069891,,,,,,,,,
17/02/2021 14:20,51087.96479,355151.4716,0.983730186,61.79153536,,,,,,,,,
17/02/2021 14:30,51011.53496,355295.5527,0.967159265,61.79912502,,,,,,,,,
17/02/2021 14:40,50864.48449,354146.1024,0.952282762,61.78159594,,,,,,,,,
17/02/2021 14:50,50855.45526,354326.561,0.944911853,61.75768571,,,,,,,,,
17/02/2021 15:00,51352.07171,354253.6626,0.916153438,61.75382941,,,,,,,,,
17/02/2021 15:10,51474.52006,354253.6626,0.927208202,61.72514052,,,,,,,,,
17/02/2021 15:20,51255.57716,354253.6626,0.930071232,61.686708,,,,,,,,,
17/02/2021 15:30,51098.13353,353094.8711,0.891788971,61.65027747,,,,,,,,,
17/02/2021 15:40,51143.9148,353094.8711,0.88919863,61.56794817,,,,,,,,,
17/02/2021 15:50,51104.92238,353288.6589,0.88650679,61.44997026,,,,,,,,,
17/02/2021 16:00,51362.0641,353697.446,0.878498083,61.35115595,,,,,,,,,
17/02/2021 16:10,51030.63199,353697.446,0.880149289,61.24450897,,,,,,,,,
17/02/2021 16:20,50919.75707,353768.5899,0.866772424,61.17879766,,,,,,,,,
17/02/2021 16:30,51080.87831,353768.5899,0.862453171,61.14863585,,,,,,,,,
17/02/2021 16:40,51118.17588,353768.5899,0.869159183,61.09865643,,,,,,,,,
17/02/2021 16:50,51077.85715,353768.5899,0.848825892,61.03423069,,,,,,,,,
17/02/2021 17:00,51256.57944,353613.4824,0.842254387,61.00145014,,,,,,,,,
17/02/2021 17:10,51223.54682,353493.249,0.844050264,60.97739518,,,,,,,,,
17/02/2021 17:20,51217.58821,353427.3146,0.840980992,60.93497563,,,,,,,,,
17/02/2021 17:30,51244.19824,353427.3146,0.848579502,60.9075173,,,,,,,,,
17/02/2021 17:40,51137.4155,353427.3146,0.863407221,60.90255434,,,,,,,,,
17/02/2021 17:50,51360.22553,353427.3146,0.864786376,60.91687083,,,,,,,,,
17/02/2021 18:00,51386.39042,353427.3146,0.871829249,60.95096741,,,,,,,,,
17/02/2021 18:10,51431.54631,353567.5893,0.885792692,60.98857255,,,,,,,,,
17/02/2021 18:20,51640.44773,353544.0379,0.891963907,61.01396841,,,,,,,,,
17/02/2021 18:30,51487.93478,353532.4152,0.929841554,61.02326275,,,,,,,,,
